ident,type,name,latitude_deg,longitude_deg,municipality,iso_region,icao_code,gps_code
YPTN,medium_airport,Tindal Airport,-14.521100044250488,132.3780059814453,,AU-NT,YPTN,YPTN
YPUA,small_airport,Palumpa Airport,-14.339982,129.864062,Nganmarriyanga,AU-NT,,YPUA
YPUG,small_airport,Pungalina Airport,-16.721944,137.423333,,AU-NT,,YPUG
YPUN,small_airport,Punmu Airport,-22.066699981689453,123.16699981689453,,AU-WA,,YPUN
YPVD,small_airport,Plevna Downs Airport,-26.66670036315918,142.58299255371094,,AU-QLD,,YPVD
YPWH,small_airport,Pittsworth Airport,-27.733721,151.632365,Pittsworth,AU-QLD,,YPWH
YPWR,small_airport,Woomera Airfield,-31.144199,136.817001,Woomera,AU-SA,YPWR,YPWR
YPXR,heliport,Portland Hospital Helipad,-38.341439,141.606267,Portland,AU-VIC,YPXR,YPXR
YPYA,small_airport,Palmyra Airstrip,-21.21157,149.07654,,AU-QLD,,YPYA
YPYD,small_airport,Pyramid Hill Airport,-36.060618,144.126763,,AU-VIC,,YPYD
YPYF,small_airport,Paynes Find Airport,-29.262055,117.668958,,AU-WA,,YPYF
YQBE,small_airport,Quambone Royona Airport,-30.879199981689453,147.8419952392578,,AU-NSW,,YQBE
YQBK,small_airport,Quambatook Airport,-35.856642,143.514469,,AU-VIC,,YQBK
YQDG,small_airport,Quairading Airport,-32.004992,117.417605,,AU-WA,,YQDG
YQDI,small_airport,Quirindi Airport,-31.498177,150.521708,,AU-NSW,YQDI,YQDI
YQLP,medium_airport,Quilpie Airport,-26.609176,144.253746,,AU-QLD,YQLP,YQLP
YQNS,small_airport,Queenstown Airport,-42.075731,145.530088,,AU-TAS,YQNS,YQNS
YQON,small_airport,Quondong Airport,-33.08676,140.329871,Quondong,AU-SA,,YQON
YQRN,small_airport,Quorn Airport,-32.325029,138.105542,,AU-SA,YQRN,YQRN
YQUA,small_airport,Quarry2 Airport,-30.29146,134.526815,Tarcoola,AU-SA,,YQUA
YQUE,small_airport,Questa Park Airport,-30.391700744628906,143.14199829101562,,AU-NSW,,YQUE
YRAG,small_airport,Raglan Airport,-37.3773873391,143.305664062,,AU-VIC,,YRAG
YRAM,small_airport,Raymore Homestead Airport,-26.149999618530273,143.01699829101562,,AU-QLD,,YRAM
YRAT,small_airport,Abrolhos Rat Island,-28.7197,113.7845,,AU-WA,,YRAT
YRAV,small_airport,Ravensthorpe Airport,-33.539033,119.949613,,AU-WA,,YRAV
YRAW,small_airport,Rawlinna Airport,-31.01298,125.326989,,AU-WA,,YRAW
YRBB,small_airport,Rainbow Beach Airport,-25.85211,153.069248,,AU-QLD,,YRBB
YRBC,heliport,Royal Brisbane Hospital Helipad Charlie,-27.44993,153.02759,Brisbane,AU-QLD,,YRBC
YRBE,small_airport,Robe Airport,-37.1753636288,139.805231094,Robe,AU-SA,,YRBE
YRBH,heliport,Royal Brisbane Hospital Helipad Alpha,-27.44705,153.02827,Brisbane,AU-QLD,,YRBH
YRBK,heliport,Robertson Barracks Heliport,-12.4255,130.9732,Holtze,AU-NT,,YRBK
YRBM,small_airport,Redbank Mine Airport,-17.183300018310547,137.76699829101562,,AU-NT,,YRBM
YRBN,small_airport,Robertson Airstrip,-34.6449,150.6421,Carrington Falls,AU-NSW,,YRBN
YRBR,small_airport,Robinson River Airport,-16.7182998657,136.945007324,,AU-NT,,YRBR
YRBT,small_airport,Rabbit Flat Airport,-20.183300018310547,130.01699829101562,,AU-NT,,YRBT
YRBW,small_airport,Rainbow Airport,-35.907826,141.977863,,AU-VIC,,YRBW
YRCD,heliport,Rochedale Helipad,-27.578889,153.130833,Rocklea,AU-QLD,,YRCD
YRDA,small_airport,Yardea Airport,-32.40999984741211,135.48500061035156,,AU-SA,,YRDA
YRDM,small_airport,Redmont Airport,-21.977036,119.017038,,AU-WA,,YRDM
YRDS,small_airport,Richmond Downs Airfield,-20.577274,143.301061,Richmond,AU-QLD,,YRDS
YRDY,small_airport,Reedys Airport,-27.124358,118.279386,,AU-WA,,YRDY
YRED,small_airport,Redcliffe Airport,-27.205605,153.068712,Redcliffe,AU-QLD,,YRED
YREN,medium_airport,Renmark Airport,-34.1964,140.673996,,AU-SA,YREN,YREN
YRHL,small_airport,Red Hill Station Airport,-21.969539,116.062408,,AU-WA,,YRHL
YRHO,heliport,Royal Childrens Hospital Helipad,-37.794058,144.951309,Melbourne,AU-VIC,,YRHO
YRID,small_airport,Riddell Airport,-37.478705,144.721098,Clarkefield,AU-VIC,,YRID
YRKE,small_airport,Kuruc-A-Ruc South Airport,-37.899578,143.709755,Rokewood,AU-VIC,,YRKE
YRKS,small_airport,Rocklands Airport,-19.86669921875,138.10000610351562,,AU-QLD,,YRKS
YRLE,small_airport,Rocklea Airport,-22.88330078125,117.44999694824219,,AU-WA,,YRLE
YRLH,small_airport,Riversleigh Airport,-19.029167,138.737778,Riversleigh,AU-QLD,,YRLH
YRLL,small_airport,Rolleston Airport,-24.460939,148.627424,,AU-QLD,,YRLL
YRLO,small_airport,Rollo's Aerodrome,-35.0371,139.1869,Pallamana,AU-SA,,YRLO
YRMD,small_airport,Richmond Airport,-20.701900482177734,143.11500549316406,,AU-QLD,YRMD,YRMD
YRMH,heliport,Royal Melbourne Hospital Helipad,-37.799243,144.95593,Melbourne,AU-VIC,,YRMH
YRNG,small_airport,Ramingining Airport,-12.356399536132812,134.8979949951172,,AU-NT,YRNG,YRNG
YRNW,small_airport,Ringwood Airport,-23.82830047607422,134.96200561523438,,AU-NT,,YRNW
YROB,small_airport,Robinhood Airport,-18.844999313354492,143.7100067138672,,AU-QLD,YROB,YROB
YROE,small_airport,Roebourne Airport,-20.763898,117.155199,Roebourne,AU-WA,YROE,YROE
YROI,small_airport,Robinvale Airport,-34.642887,142.773042,Robinvale,AU-VIC,YROI,YROI
YROK,small_airport,Rocky River Airport,-35.93000030517578,136.72000122070312,,AU-SA,,YROK
YROM,medium_airport,Roma Airport,-26.545000076300003,148.774993896,Roma,AU-QLD,YROM,YROM
YROT,small_airport,Rothsay Mine Airport,-29.293772,116.890068,Rothsay,AU-WA,,YROT
YROV,small_airport,Ross River Airport,-23.599199295043945,134.51699829101562,,AU-NT,,YROV
YRRB,small_airport,Roper Bar Airport,-14.734814,134.525485,Roper Bar,AU-NT,YRRB,YRRB
YRRG,small_airport,Rhodes Ridge Airport,-23.101636,119.358867,,AU-WA,,YRRG
YRRR,small_airport,Raymangirr Airport,-12.33329963684082,135.64999389648438,,AU-NT,,YRRR
YRSB,small_airport,Roseberth Airport,-25.825737,139.627476,,AU-QLD,YRSB,YRSB
YRSH,heliport,Rosehill Heliport Airport,-33.8300966368,151.024138927,,AU-NSW,,YRSH
YRSK,small_airport,Ringer Soak Airport,-18.78860092163086,128.62399291992188,,AU-WA,,YRSK
YRST,small_airport,Rostella Airport,-41.332695,147.049937,Dilston,AU-TAS,,YRST
YRSV,small_airport,Rosevale Resort Airport,-27.13330078125,145.89999389648438,,AU-QLD,,YRSV
YRSY,small_airport,Romsey Airport,-37.392401,144.737796,Romsey,AU-VIC,,YRSY
YRTI,small_airport,Rottnest Island Airport,-32.006699,115.540001,,AU-WA,YRTI,YRTI
YRTP,small_airport,Rutland Plains Airport,-15.644963,141.844373,Yagoonya,AU-QLD,YRTP,YRTP
YRUD,small_airport,Rudal River Airport,-22.558073,122.14806,,AU-WA,,YRUD
YRVE,small_airport,Riveren Airport,-17.899999618530273,130.2169952392578,,AU-NT,,YRVE
YRVL,small_airport,Rose Vale Airport,-34.849444,147.780278,,AU-NSW,,YRVL
YRWA,small_airport,Rawlinna Station Airport,-31.030762,125.19467,,AU-WA,,YRWA
YRWF,small_airport,Rowland Flat Airstrip,-34.563492,138.949719,,AU-SA,,YRWF
YRWH,small_airport,Ravensworth Airport,-34.649661,144.319775,,AU-NSW,,YRWH
YRXB,small_airport,Roxby Downs Station Airport,-30.708437,136.71067,,AU-SA,,YRXB
YRYH,small_airport,Roy Hill Station Airport,-22.625815891,119.959030151,,AU-WA,YRYH,YRYH
YRYK,small_airport,Rawnsley Park Airport,-31.653528213500977,138.60952758789062,,AU-SA,,YRYK
YRYL,small_airport,Rylstone Aerodrome,-32.770903,149.993227,Rylstone,AU-NSW,,YRYL
YRYP,heliport,Rayner Place Heliport,-34.862795,148.933818,Yass,AU-NSW,,YRYP
YSAH,small_airport,Sandhill Airport,-22.799999237060547,119.61699676513672,,AU-WA,,YSAH
YSAI,small_airport,Saipem Airport,-23.700000762939453,131.86700439453125,,AU-NT,,YSAI
YSAN,small_airport,Sandstone Airport,-27.979999542236328,119.2969970703125,Sandstone,AU-WA,YSAN,YSAN
YSAR,small_airport,Mount Sarah Airport,-27.043100357055664,135.24200439453125,,AU-SA,,YSAR
YSAW,small_airport,Sawfish Camp Airport,-15.128623,135.00993,,AU-NT,,YSAW
YSBG,small_airport,Strathbogie Airport,-36.85499954223633,145.73800659179688,,AU-VIC,,YSBG
YSBO,small_airport,Stanbroke Airport,-21.566699981689453,139.7169952392578,,AU-QLD,,YSBO
YSCA,small_airport,Scotia Sanctuary Airport,-33.207199096699995,141.17300415,,AU-NSW,,YSCA
YSCB,medium_airport,Canberra Airport,-35.3069,149.195007,Canberra,AU-ACT,YSCB,YSCB
YSCD,small_airport,Carosue Dam Airport,-30.173611,122.322222,Cundeelee,AU-WA,,YSCD
YSCO,small_airport,Scone Airport,-32.038012,150.831966,,AU-NSW,YSCO,YSCO
YSCR,small_airport,Southern Cross Airport,-31.24,119.360001,,AU-WA,YSCR,YSCR
YSDL,small_airport,Sudley Airport,-12.716843,142.36666,,AU-QLD,,YSDL
YSDN,small_airport,Soudan Station Airport,-20.043907,137.019253,,AU-NT,,YSDN
YSDU,medium_airport,Dubbo City Regional Airport,-32.2167015076,148.574996948,Dubbo,AU-NSW,YSDU,YSDU
YSDW,small_airport,Strathdownie Airport,-37.7317008972168,141.125,,AU-VIC,,YSDW
YSEA,small_airport,Sedan Airfield,-34.569014,139.334139,,AU-SA,,YSEA
YSEN,small_airport,Serpentine Airport,-32.394966,115.870987,,AU-WA,YSEN,YSEN
YSFG,small_airport,Stonefield Gliding,-34.343755,139.310031,Steinfeld,AU-SA,,YSFG
YSFI,small_airport,Sandfire Airport,-19.77206,121.090661,Eighty Mile Beach,AU-WA,,YSFI
YSFY,small_airport,Sandfly Airport,-42.982337,147.209287,,AU-TAS,,YSFY
YSGD,small_airport,Strathgordon Airport,-14.795000076293945,142.43299865722656,,AU-QLD,,YSGD
YSGE,small_airport,St George Airport,-28.049699783325195,148.59500122070312,,AU-QLD,YSGE,YSGE
YSGR,small_airport,South Grafton Airport,-29.70829963684082,152.92799377441406,,AU-NSW,,YSGR
YSGT,small_airport,Singleton Airport,-32.600832,151.193056,Singleton,AU-NSW,YSGT,YSGT
YSGW,small_airport,South Galway Airport,-25.67464,142.089171,,AU-QLD,YSGW,YSGW
YSHG,small_airport,Shay Gap Airport,-20.4247,120.140999,Shay Gap,AU-WA,YSHG,YSHG
YSHK,medium_airport,Shark Bay Airport,-25.897294,113.575802,Denham,AU-WA,YSHK,YSHK
YSHL,medium_airport,Shellharbour Airport,-34.5611,150.789001,Albion Park Rail,AU-NSW,YSHL,YSHL
YSHN,small_airport,Shannon River Airport,-34.74617,116.491728,,AU-WA,,YSHN
YSHR,small_airport,Shute Harbour/Whitsunday Airport,-20.276127,148.754979,Shute Harbour,AU-QLD,YSHR,YSHR
YSHT,medium_airport,Shepparton Airport,-36.428341,145.391473,,AU-VIC,YSHT,YSHT
YSHW,small_airport,Holsworthy (Military) Airport,-33.995575,150.951962,Luscombe,AU-NSW,,YSHW
YSIA,small_airport,Siam Airport,-32.557498931884766,136.70899963378906,Siam,AU-SA,,YSIA
YSII,small_airport,Saibai Island Airport,-9.37833,142.625,Saibai Island,AU-QLD,YSII,YSII
YSLE,small_airport,St Leonards Airfield,-38.170101165771484,144.68899536132812,,AU-VIC,,YSLE
YSLG,small_airport,Silent Grove Airport,-17.066699981689453,125.25,,AU-WA,,YSLG
YSLK,small_airport,Sea Lake Airport,-35.530594,142.889879,,AU-VIC,,YSLK
YSLN,small_airport,Strathleven Airport,-15.898300170898438,143.38299560546875,,AU-QLD,,YSLN
YSLV,small_airport,Sylvania Homestead Airport,-23.55757,120.047064,,AU-WA,,YSLV
YSMB,small_airport,Somersby Airstrip,-33.367681,151.299806,Gosford,AU-NSW,YSMB,YSMB
YSMI,medium_airport,Smithton Airport,-40.834999084472656,145.08399963378906,,AU-TAS,YSMI,YSMI
YSML,heliport,South Molle Island Helipad,-20.2622,148.8399,South Molle Island Resort,AU-QLD,,YSML
YSMP,small_airport,Smith Point Airport,-11.133566,132.15957,,AU-NT,YSMP,YSMP
YSMR,small_airport,Strathmore Airport,-17.862709,142.557788,Strathmore,AU-QLD,YSMR,YSMR
YSMY,small_airport,Strathmay Airport,-14.883299827575684,142.802001953125,,AU-QLD,,YSMY
YSNB,medium_airport,Snake Bay Airport,-11.417674,130.648481,Milikapiti,AU-NT,YSNK,YSNK
YSNC,small_airport,Sinclair Airport,-28.338849,120.854438,Sinclair,AU-WA,,YSNC
YSNT,small_airport,Snowtown Airport,-33.79999923706055,138.36700439453125,,AU-SA,,YSNT
YSNW,medium_airport,Naval Air Station Nowra - HMAS Albatross,-34.9466,150.542451,Nowra Hill,AU-NSW,YSNW,YSNW
YSNY,small_airport,Sunnyside (Walla Walla) Airport,-35.764167,146.908889,,AU-NSW,,YSNY
YSOL,small_airport,Solomon Airport,-22.25677,117.850454,Karijini National Park,AU-WA,YSOL,YSOL
YSOW,small_airport,Southwell Airport,-14.51669979095459,142.0330047607422,,AU-QLD,,YSOW
YSPE,small_airport,Stanthorpe Airport,-28.620113,151.983281,,AU-QLD,YSPE,YSPE
YSPF,small_airport,Springfield Airport,-24.297984,144.878313,Isisford,AU-QLD,,YSPF
YSPI,small_airport,Springsure Airport,-24.130167,148.086047,,AU-QLD,,YSPI
YSPK,small_airport,Spring Creek Airport,-18.637704,144.545672,,AU-QLD,YSPK,YSPK
YSPT,small_airport,Southport Airport,-27.921848,153.371469,,AU-QLD,YSPT,YSPT
YSPV,small_airport,Springvale Airport,-23.549999,140.699997,,AU-QLD,YSPV,YSPV
YSRD,small_airport,Sunrise Dam Airport,-29.099022,122.456253,Laverton,AU-WA,,YSRD
YSRN,small_airport,Strahan Airport,-42.154999,145.292007,,AU-TAS,YSRN,YSRN
YSRT,small_airport,Surat Airport,-27.159519,149.076919,,AU-QLD,,YSRT
YSTA,small_airport,Saint Arnaud Airport,-36.6367,143.186005,,AU-VIC,,YSTA
YSTB,small_airport,Strathburn Airport,-14.477416,142.824628,Holroyd River,AU-QLD,,YSTB
YSTC,small_airport,Stuart Creek Airport,-29.716699600219727,137.06300354003906,Stuart Creek,AU-SA,,YSTC
YSTH,small_airport,St Helens Airport,-41.336700439453125,148.28199768066406,,AU-TAS,YSTH,YSTH
YSTO,small_airport,Stonehenge Airport,-24.352599,143.297482,Stonehenge,AU-QLD,,YSTO
YSTR,small_airport,Strathearn Airport,-31.766700744628906,140.33299255371094,,AU-SA,,YSTR
YSTT,small_airport,Santa Teresa Airport,-24.11829948425293,134.38999938964844,,AU-NT,,YSTT
YSTW,medium_airport,Tamworth Airport,-31.077898,150.845484,Tamworth,AU-NSW,YSTW,YSTW
YSUJ,small_airport,Supplejack Downs Airport,-19.266700744628906,129.9499969482422,,AU-NT,,YSUJ
YSUM,heliport,Summerhill Road Helipad,-35.267872,138.919914,Strathalbyn,AU-SA,,YSUM
YSVH,small_airport,Silver Hills Airport,-20.598557,143.077971,,AU-QLD,,YSVH
YSVN,small_airport,Strathaven Airport,-14.899999618530273,142.9669952392578,,AU-QLD,,YSVN
YSVP,small_airport,Silver Plains Airport,-13.9754,143.5537,Silver Plains,AU-QLD,,YSVP
YSWA,small_airport,Swansea Airport,-42.099425,148.070362,,AU-TAS,,YSWA
YSWE,small_airport,Sweers Island Resort Airport,-17.124289,139.603602,Sweers Island,AU-QLD,,YSWE
YSWG,medium_airport,Wagga Wagga Airport,-35.163484,147.46832,Forest Hill,AU-NSW,YSWG,YSWG
YSWH,medium_airport,Swan Hill Airport,-35.37580108642578,143.5330047607422,,AU-VIC,YSWH,YSWH
YSWI,small_airport,Swan Island Airport,-40.72956,148.116549,Swan Island,AU-TAS,,YSWI
YSWK,small_airport,South West Rocks Airport,-30.9246,153.0276,South West Rocks,AU-NSW,,YSWK
YSWL,medium_airport,Stawell Airport,-37.07170104980469,142.74099731445312,,AU-VIC,YSWL,YSWL
YSYN,small_airport,Strathalbyn Airport,-35.317766,139.000023,Strathalbyn,AU-SA,,YSYN
YTAA,small_airport,Tara Airport,-27.163054,150.476423,,AU-QLD,YTAA,YTAA
YTAB,small_airport,Tableland Homestead Airport,-17.2833003998,126.900001526,,AU-WA,YTAB,YTAB
YTAD,small_airport,Tandou Lake Airport,-32.665885,142.066773,,AU-NSW,,YTAD
YTAM,small_airport,Taroom Airport,-25.801701,149.899994,,AU-QLD,YTAM,YTAM
YTAN,small_airport,Tanami Downs Airport,-20.573654174804688,129.74012756347656,,AU-NT,,YTAN
YTAR,small_airport,Tarcoola Airport,-30.702871,134.58282,Tarcoola,AU-SA,,YTAR
YTBB,small_airport,Tumby Bay Airport,-34.361698,136.095001,,AU-SA,,YTBB
YTBG,small_airport,Talbingo Airport,-35.582902,148.292116,,AU-NSW,,YTBG
YTBR,small_airport,Timber Creek Airport,-15.62,130.445007,,AU-NT,YTBR,YTBR
YTCF,small_airport,Tracies Field,-22.316699981689453,122.06700134277344,,AU-WA,,YTCF
YTCK,small_airport,Torrens Creek Airport,-20.783300399780273,145,,AU-QLD,,YTCK
YTCY,small_airport,Tarcoonyinna Airport,-26.757104,133.358574,De Rose Hill,AU-SA,,YTCY
YTDL,heliport,Tidal River Heliport,-39.03146,146.328529,Wilsons Promontory,AU-VIC,,YTDL
YTDM,small_airport,Todmorden Airport,-27.12420082092285,134.77000427246094,,AU-SA,,YTDM
YTDN,small_airport,Tooradin Airport,-38.215856,145.4232,,AU-VIC,,YTDN
YTDR,small_airport,Theodore Airport,-24.986796,150.093076,,AU-QLD,YTDR,YTDR
YTEC,small_airport,Tenneco Station Three Airport,-30.336700439453125,139.6649932861328,,AU-SA,,YTEC
YTEE,small_airport,Trepell Airport,-21.834999084473,140.88800048828,Trepell,AU-QLD,YTEE,YTEE
YTEF,medium_airport,Telfer Airport,-21.715,122.228996,,AU-WA,YTEF,YTEF
YTEK,heliport,Sikorsky Helitech Heliport,-27.433,153.115,Pinkenba - Brisbane,AU-QLD,,YTEK
YTEM,medium_airport,Temora Airport,-34.421398,147.511993,Temora,AU-NSW,YTEM,YTEM
YTEN,small_airport,Tenneco Station Five Airport,-31.975000381469727,139.20700073242188,,AU-SA,,YTEN
YTFA,small_airport,Truro Flat Airpark,-34.3963,139.379817,Truro Flat,AU-SA,,YTFA
YTFD,small_airport,Tenterfield Airport,-28.99155,151.930103,Tenterfield,AU-NSW,,YTFD
YTGA,small_airport,Tangalooma Airport,-27.137693,153.364141,,AU-QLD,YTGA,YTGA
YTGG,small_airport,Taggerty Airport,-37.35049819946289,145.6999969482422,,AU-VIC,,YTGG
YTGI,small_airport,Trangie Airport,-31.97641,148.003929,,AU-NSW,,YTGI
YTGM,medium_airport,Thargomindah Airport,-27.986368,143.812065,Thargomindah,AU-QLD,YTGM,YTGM
YTGT,small_airport,The Granites Airport,-20.5483,130.347,The Granites Gold Mine,AU-NT,YTGT,YTGT
YTGV,small_airport,The Grove Airport,-34.68600082397461,148.10400390625,,AU-NSW,,YTGV
YTHD,small_airport,Theda Station Airport,-14.790567,126.498041,Drysdale River,AU-WA,YTHD,YTHD
YTHI,small_airport,Thistle Island Airport,-35.02470016479492,136.17999267578125,Thistle Island,AU-SA,,YTHI
YTHN,small_airport,Thunderbox Airport,-28.153333,120.94,Leinster,AU-WA,,YTHN
YTHR,small_airport,Three Rivers Homestead Airport,-25.138328,119.105061,,AU-WA,,YTHR
YTHS,small_airport,Three Springs Airport,-29.527910929900003,115.858039856,,AU-WA,,YTHS
YTHV,small_airport,Thevenard Island Airport,-21.459321,115.014256,,AU-WA,,YTHV
YTHY,small_airport,Thylungra Airport,-26.093047,143.45136,,AU-QLD,YTHY,YTHY
YTIB,medium_airport,Tibooburra Airport,-29.451099,142.057999,,AU-NSW,YTIB,YTIB
YTII,small_airport,Trinidad Airport,-25.600000381469727,143.91700744628906,,AU-QLD,,YTII
YTIN,small_airport,Tintinara Airport,-35.870445,140.07283,,AU-SA,,YTIN
YTIT,small_airport,Ti Tree Airport,-22.131701,133.419998,,AU-NT,,YTIT
YTJI,small_airport,Tjirrkarli Airport,-26.006201,125.462494,Gibson Desert South,AU-WA,,YTJI
YTJU,small_airport,Tjuntjuntjarra Airport,-29.344938,127.107348,,AU-WA,,YTJU
YTKS,small_airport,Toorak Research Station Airport,-21.04170036315918,141.78700256347656,,AU-QLD,,YTKS
YTKY,small_airport,Turkey Creek Airport,-17.0408000946,128.205993652,Turkey Creek,AU-WA,YTKY,YTKY
YTLG,small_airport,Taralga Grathawa Airport,-34.28919982910156,149.78199768066406,,AU-NSW,,YTLG
YTLL,small_airport,Tullamore Airport,-32.610622,147.598239,,AU-NSW,,YTLL
YTLP,small_airport,Tilpa Airport,-30.925497,144.419403,Tilpa,AU-NSW,,YTLP
YTLT,small_airport,Tarlton Downs Airport,-22.63330078125,136.8000030517578,,AU-NT,,YTLT
YTMB,small_airport,Tambo Airport,-24.838854,146.293355,,AU-QLD,,YTMB
YTML,small_airport,Tamala Airport,-26.645243,113.742144,Shark Bay,AU-WA,,YTML
YTMN,small_airport,Tanami Airport,-19.91670036315918,129.72500610351562,,AU-NT,,YTMN
YTMO,small_airport,The Monument Airport,-21.811100006104,139.92399597168,Phosphate Hill,AU-QLD,YTMO,YTMO
YTMP,small_airport,Tom Price Airport,-22.746000289900003,117.869003296,Tom Price,AU-WA,YTMP,YTMP
YTMS,small_airport,Tambar Springs Airport,-31.313893,149.839439,,AU-NSW,,YTMS
YTMU,medium_airport,Tumut Aerodrome,-35.26832,148.240526,Tumut,AU-NSW,YTMU,YTMU
YTMY,small_airport,Tobermorey Airport,-22.255800247192383,137.9530029296875,Tobermorey,AU-NT,YTMY,YTMY
YTNB,small_airport,Tanbar Airport,-25.847799301147,141.92799377441,Tanbar Station,AU-QLD,,YTNB
YTNE,small_airport,Tenneco Station One Airport,-28.735452,140.039978,,AU-SA,,YTNE
YTNG,medium_airport,Thangool Airport,-24.494863,150.577967,Biloela,AU-QLD,YTNG,YTNG
YTNK,medium_airport,Tennant Creek Airport,-19.6343994140625,134.18299865722656,Tennant Creek,AU-NT,YTNK,YTNK
YTNN,small_airport,Tenneco Station Four Airport,-31.183300018310547,139.38299560546875,,AU-SA,,YTNN
YTNR,small_airport,Tanumbirini Airport,-16.450000762939453,134.64999389648438,,AU-NT,,YTNR
YTNS,small_airport,Toliness Airport,-25.32145118713379,146.06881713867188,,AU-QLD,,YTNS
YTOA,small_airport,Toolachie Airport,-28.408300399780273,140.80999755859375,,AU-SA,,YTOA
YTOB,small_airport,Toomba Airport,-19.933300018310547,145.58299255371094,,AU-QLD,,YTOB
YTOC,small_airport,Tocumwal Airport,-35.81169891357422,145.60800170898438,,AU-NSW,YTOC,YTOC
YTOG,small_airport,Togo Station Airport,-30.08299,149.53684,,AU-NSW,,YTOG
YTOK,small_airport,Torres Park Homestead Airport,-25.11669921875,147.16700744628906,,AU-QLD,,YTOK
YTOS,small_airport,Tenneco Station Two Airport,-29.565992,139.941359,,AU-SA,,YTOS
YTOT,small_airport,Tottenham Airport,-32.256163,147.369264,,AU-NSW,,YTOT
YTPA,small_airport,Tipperary Airfield,-13.727088,131.032991,Tipperary,AU-NT,,YTPA
YTPE,small_airport,Tempe Downs Airport,-24.38249969482422,132.42300415039062,,AU-NT,,YTPE
YTPK,small_airport,Turtle Park Airstrip,-21.208409,148.978322,,AU-QLD,,YTPK
YTQY,small_airport,Torquay Airport,-38.299999,144.365005,Torquay,AU-VIC,,YTQY
YTRA,small_airport,Tropicana Airport,-29.185995,124.550366,Tropicana Gold Mine,AU-WA,,YTRA
YTRB,small_airport,Torrumbarry Airport,-36.06669998168945,144.5330047607422,,AU-VIC,,YTRB
YTRC,small_airport,Tarcombe Airport,-24.072341,143.392745,Longreach,AU-QLD,,YTRC
YTRE,medium_airport,Taree Airport,-31.888599,152.514008,Taree,AU-NSW,YTRE,YTRE
YTRK,small_airport,Turee Creek Airport,-23.61669921875,118.61699676513672,,AU-WA,,YTRK
YTSI,heliport,Tasman Island Heliport,-43.239498,148.003982,Cape Pillar,AU-TAS,,YTSI
YTST,small_airport,Truscott-Mungalalu Airport,-14.089699745178,126.3809967041,Anjo Peninsula,AU-WA,YTST,YTST
YTTE,small_airport,Ti Tree Airport,-13.984239,141.655255,Aurukun,AU-QLD,,YTTE
YTTI,small_airport,Troughton Is Airport,-13.7517,126.148003,,AU-WA,,YTTI
YTUA,small_airport,Triabunna Airport,-42.51369857788086,147.8979949951172,,AU-TAS,,YTUA
YTUC,small_airport,Tuckabiana Airport,-27.475000381469727,118.125,,AU-WA,,YTUC
YTUG,small_airport,Trugananni Airport,-24.493394,149.213537,,AU-QLD,,YTUG
YTUN,small_airport,Tunbridge Airport,-42.110977,147.362383,Tunbridge,AU-TAS,,YTUN
YTUY,small_airport,Tully Airport,-17.934582,145.938134,,AU-QLD,,YTUY
YTVA,small_airport,Talavera Airport,-19.210481,143.663656,,AU-QLD,,YTVA
YTWB,small_airport,Toowoomba Airport,-27.543365,151.919112,Toowoomba,AU-QLD,YTWB,YTWB
YTWE,small_airport,Trelawney Airport,-22.850000381469727,146.7169952392578,,AU-QLD,,YTWE
YTWH,heliport,The Tweed Hospital Helipad,-28.17769,153.5466,Tweed Heads,AU-NSW,,YTWH
YTWN,small_airport,Tooraweenah Airport,-31.44306,148.897796,,AU-NSW,,YTWN
YTYA,small_airport,Tyabb Airport,-38.266826,145.179406,Tyabb,AU-VIC,,YTYA
YTYH,small_airport,Tyagarah Airport,-28.5946960394,153.551101685,,AU-NSW,,YTYH
YTYN,small_airport,Tieyon Airport,-26.216699600219727,133.91700744628906,,AU-SA,,YTYN
YUCH,small_airport,Ucharonidge Airport,-17.672401428222656,134.24090576171875,Ucharonidge Station,AU-NT,,YUCH
YUDA,small_airport,Undara Airport,-18.19134,144.61224,Undara,AU-QLD,YUDA,YUDA
YUDG,small_airport,Urandangi Airport,-21.59000015258789,138.35800170898438,,AU-QLD,,YUDG
YUDL,small_airport,Undilla Airport,-19.625,138.63299560546875,,AU-QLD,,YUDL
YUMB,small_airport,Umbeara Airport,-25.746700286865234,133.70199584960938,,AU-NT,,YUMB
YUMU,small_airport,Umuwa Airport,-26.4867000579834,132.0399932861328,,AU-SA,,YUMU
YUNY,small_airport,Cluny Airport,-24.516700744628906,139.61700439453125,,AU-QLD,YUNY,YUNY
YUPG,small_airport,Urapunga Airport,-14.705199,134.562424,,AU-NT,,YUPG
YUPH,small_airport,Upper Horton Wyl Airport,-30.1065,150.40428,Upper Horton,AU-NSW,,YUPH
YUSL,small_airport,Useless Loop Airport,-26.157923,113.394817,Useless Loop,AU-WA,YUSL,YUSL
YUTA,heliport,Barracouta Platform Helipad,-38.296874,147.676063,,AU-VIC,,YUTA
YUTP,small_airport,Utopia Airport,-22.05500030517578,134.7899932861328,,AU-NT,,YUTP
YUTS,small_airport,Utopia Station Airport,-22.233299255371094,134.5800018310547,,AU-NT,,YUTS
YVAF,small_airport,Valley Field Airport,-41.808754,147.296525,Epping Forest,AU-TAS,,YVAF
YVAL,small_airport,The Vale Airport,-41.43,146.263333,Sheffield,AU-TAS,,YVAL
